Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Group,Visibility_Group
DRE48,8.43,Low Fat,0.029,Soft Drinks,195.877,OUT010,1998,,Tier 3,Grocery Store,418.3419,Drinks,Low Visibilty
FDR21,19.7,Low Fat,0.0671,Snack Foods,177.637,OUT045,2002,,Tier 2,Supermarket Type1,2395.6757,Non-Perisable,Low Visibilty
NCW29,14,Low Fat,0.0289,Health and Hygiene,131.431,OUT035,2004,Small,Tier 2,Supermarket Type1,2119.5805,Household,Low Visibilty
FDO11,8,Regular,0.0302,Breads,250.609,OUT013,1987,High,Tier 3,Supermarket Type1,4243.1726,Perisable,Low Visibilty
NCM31,6.1,Low Fat,0.0813,Others,141.215,OUT049,1999,Medium,Tier 1,Supermarket Type1,1931.6127,Non-Perisable,Low Visibilty
FDF58,13.3,Low Fat,0.0096,Snack Foods,61.651,OUT017,2007,,Tier 2,Supermarket Type1,960.3333,Non-Perisable,Low Visibilty
NCE43,12.5,Low Fat,0.1036,Household,169.145,OUT049,1999,Medium,Tier 1,Supermarket Type1,2747.8698,Household,High Visibility
FDA02,14,Regular,0.0297,Dairy,143.879,OUT035,2004,Small,Tier 2,Supermarket Type1,2111.7934,Perisable,Low Visibilty
DRL37,15.5,Low Fat,0.0893,Soft Drinks,44.477,OUT010,1998,,Tier 3,Grocery Store,101.0245,Drinks,Low Visibilty
FDR24,17.35,Regular,0.0631,Baking Goods,91.283,OUT018,2009,Medium,Tier 3,Supermarket Type2,1136.5231,Perisable,Low Visibilty
FDW59,13.15,Low Fat,0.0207,Breads,82.757,OUT049,1999,Medium,Tier 1,Supermarket Type1,1277.6106,Perisable,Low Visibilty
FDS22,16.85,Regular,0.0232,Snack Foods,44.843,OUT049,1999,Medium,Tier 1,Supermarket Type1,629.9993,Non-Perisable,Low Visibilty
FDW24,6.8,Low Fat,0.0377,Baking Goods,49.703,OUT017,2007,,Tier 2,Supermarket Type1,604.0388,Perisable,Low Visibilty
FDU24,6.78,Regular,0.1401,Baking Goods,94.712,OUT035,2004,Small,Tier 2,Supermarket Type1,1549.1333,Perisable,High Visibility
FDW36,11.15,Low Fat,0.0572,Baking Goods,103.862,OUT018,2009,Medium,Tier 3,Supermarket Type2,1139.7943,Perisable,Low Visibilty
FDU01,20.25,Regular,0,Canned,185.792,OUT018,2009,Medium,Tier 3,Supermarket Type2,3166.2787,Non-Perisable,Unknown
FDK50,7.96,Low Fat,0.0284,Canned,162.989,OUT049,1999,Medium,Tier 1,Supermarket Type1,2350.549,Non-Perisable,Low Visibilty
FDG31,12.15,Low Fat,0.038,Meat,63.083,OUT045,2002,,Tier 2,Supermarket Type1,996.6907,Perisable,Low Visibilty
FDC60,5.43,Regular,0.1147,Baking Goods,90.251,OUT045,2002,,Tier 2,Supermarket Type1,1290.9024,Perisable,High Visibility
FDL36,15.1,Low Fat,0.076,Baking Goods,90.283,OUT013,1987,High,Tier 3,Supermarket Type1,1401.4782,Perisable,Low Visibilty
FDP21,7.42,Regular,0.0257,Snack Foods,189.587,OUT013,1987,High,Tier 3,Supermarket Type1,2535.1921,Non-Perisable,Low Visibilty
FDW16,17.35,Regular,0.0416,Frozen Foods,90.58,OUT045,2002,,Tier 2,Supermarket Type1,1266.3659,Non-Perisable,Low Visibilty
FDX02,16,Low Fat,0.0574,Dairy,224.74,OUT017,2007,,Tier 2,Supermarket Type1,3028.4125,Perisable,Low Visibilty
FDT51,11.65,Regular,0.0109,Meat,110.754,OUT046,1997,Small,Tier 1,Supermarket Type1,1460.2465,Perisable,Low Visibilty
FDD59,10.5,Regular,0.0663,Starchy Foods,78.996,OUT049,1999,Medium,Tier 1,Supermarket Type1,1014.9386,Non-Perisable,Low Visibilty
NCM42,6.13,Low Fat,0.0284,Household,109.091,OUT018,2009,Medium,Tier 3,Supermarket Type2,1424.8046,Household,Low Visibilty
FDA57,18.85,Low Fat,0.0398,Snack Foods,40.348,OUT018,2009,Medium,Tier 3,Supermarket Type2,463.0156,Non-Perisable,Low Visibilty
FDZ48,17.75,Low Fat,0,Baking Goods,112.054,OUT035,2004,Small,Tier 2,Supermarket Type1,1652.6883,Perisable,Unknown
FDE46,18.6,Low Fat,0.0158,Snack Foods,152.437,OUT045,2002,,Tier 2,Supermarket Type1,2043.2885,Non-Perisable,Low Visibilty
FDB56,8.75,Regular,0.075,Fruits and Vegetables,188.256,OUT017,2007,,Tier 2,Supermarket Type1,3122.4904,Perisable,Low Visibilty
FDD20,14.15,Low Fat,0,Fruits and Vegetables,125.205,OUT013,1987,High,Tier 3,Supermarket Type1,2088.5208,Perisable,Unknown
FDL25,6.92,Regular,0.1308,Breakfast,92.48,OUT013,1987,High,Tier 3,Supermarket Type1,556.9548,Non-Perisable,High Visibility
NCO18,13.15,Low Fat,0.0247,Household,177.069,OUT049,1999,Medium,Tier 1,Supermarket Type1,3091.0374,Household,Low Visibilty
FDJ45,17.75,Low Fat,0.0738,Seafood,34.822,OUT017,2007,,Tier 2,Supermarket Type1,559.9801,Perisable,Low Visibilty
FDR12,12.6,Regular,0.0315,Baking Goods,170.376,OUT035,2004,Small,Tier 2,Supermarket Type1,2903.0168,Perisable,Low Visibilty
NCF19,13,Low Fat,0.0588,Household,47.303,OUT010,1998,,Tier 3,Grocery Store,119.0296,Household,Low Visibilty
FDK25,11.6,Regular,0.1568,Breakfast,166.547,OUT046,1997,Small,Tier 1,Supermarket Type1,3214.7575,Non-Perisable,High Visibility
NCR17,9.8,Low Fat,0.0244,Health and Hygiene,114.049,OUT046,1997,Small,Tier 1,Supermarket Type1,1721.9062,Household,Low Visibilty
FDC52,11.15,Regular,0.0083,Dairy,151.871,OUT046,1997,Small,Tier 1,Supermarket Type1,2303.0084,Perisable,Low Visibilty
NCA54,16.5,Low Fat,0.0368,Household,181.332,OUT017,2007,,Tier 2,Supermarket Type1,3166.0586,Household,Low Visibilty
FDR45,10.8,Low Fat,0.0484,Snack Foods,239.422,OUT010,1998,,Tier 3,Grocery Store,397.3622,Non-Perisable,Low Visibilty
NCM19,12.65,Low Fat,0.0473,Others,113.32,OUT049,1999,Medium,Tier 1,Supermarket Type1,1896.3255,Non-Perisable,Low Visibilty
FDX23,6.45,Low Fat,0.0297,Baking Goods,96.544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1145.5935,Perisable,Low Visibilty
FDX28,6.33,low fat,0.1251,Frozen Foods,100.604,OUT013,1987,High,Tier 3,Supermarket Type1,1742.8211,Non-Perisable,High Visibility
NCD31,12.1,Low Fat,0.0154,Household,162.553,OUT013,1987,High,Tier 3,Supermarket Type1,2487.8932,Household,Low Visibilty
FDU57,8.27,Regular,0.0899,Snack Foods,150.771,OUT018,2009,Medium,Tier 3,Supermarket Type2,2001.6626,Non-Perisable,Low Visibilty
FDI27,8.71,Regular,0.046,Dairy,45.574,OUT046,1997,Small,Tier 1,Supermarket Type1,710.5815,Perisable,Low Visibilty
NCM42,6.13,Low Fat,0.0283,Household,108.091,OUT046,1997,Small,Tier 1,Supermarket Type1,1419.154,Household,Low Visibilty
FDI34,10.65,Regular,0.0851,Snack Foods,228.967,OUT013,1987,High,Tier 3,Supermarket Type1,3651.6993,Non-Perisable,Low Visibilty
NCM29,11.5,Low Fat,0.0177,Health and Hygiene,129.863,OUT049,1999,Medium,Tier 1,Supermarket Type1,1809.4622,Household,Low Visibilty
FDG46,8.63,Regular,0.033,Snack Foods,112.852,OUT018,2009,Medium,Tier 3,Supermarket Type2,1380.8289,Non-Perisable,Low Visibilty
DRC01,5.92,Regular,0.0321,Soft Drinks,49.169,OUT010,1998,,Tier 3,Grocery Store,119.424,Drinks,Low Visibilty
FDF10,15.5,Regular,0.1569,Snack Foods,148.242,OUT046,1997,Small,Tier 1,Supermarket Type1,1909.4984,Non-Perisable,High Visibility
FDI02,15.7,Regular,0.1147,Canned,112.12,OUT049,1999,Medium,Tier 1,Supermarket Type1,1487.6442,Non-Perisable,High Visibility
NCM54,17.7,Low Fat,0.0853,Household,127.768,OUT010,1998,,Tier 3,Grocery Store,293.8169,Household,Low Visibilty
FDF14,7.55,Low Fat,0.0271,Canned,151.134,OUT013,1987,High,Tier 3,Supermarket Type1,1834.9597,Non-Perisable,Low Visibilty
FDJ33,8.9,Regular,0.1478,Snack Foods,121.273,OUT010,1998,,Tier 3,Grocery Store,218.2616,Non-Perisable,High Visibility
FDM20,10,Low Fat,0.0387,Fruits and Vegetables,245.714,OUT035,2004,Small,Tier 2,Supermarket Type1,3950.324,Perisable,Low Visibilty
NCX05,15.2,Low Fat,0.0971,Health and Hygiene,116.649,OUT046,1997,Small,Tier 1,Supermarket Type1,1733.9782,Household,Low Visibilty
NCU29,7.69,Low Fat,0.0426,Health and Hygiene,147.876,OUT010,1998,,Tier 3,Grocery Store,357.074,Household,Low Visibilty
FDQ59,9.8,Regular,0.0567,Breads,83.491,OUT017,2007,,Tier 2,Supermarket Type1,1181.684,Perisable,Low Visibilty
FDH46,6.94,Regular,0.0691,Snack Foods,101.633,OUT010,1998,,Tier 3,Grocery Store,187.0339,Non-Perisable,Low Visibilty
FDH09,12.6,Low Fat,0.056,Seafood,50.798,OUT013,1987,High,Tier 3,Supermarket Type1,580.1659,Perisable,Low Visibilty
NCD06,13,Low Fat,0.0995,Household,46.706,OUT045,2002,,Tier 2,Supermarket Type1,694.9096,Household,Low Visibilty
FDC15,18.1,Low Fat,0.1779,Dairy,155.629,OUT035,2004,Small,Tier 2,Supermarket Type1,1886.5864,Perisable,High Visibility
FDT38,18.7,Low Fat,0.0579,Dairy,86.257,OUT017,2007,,Tier 2,Supermarket Type1,881.1035,Perisable,Low Visibilty
FDY52,6.37,Low Fat,0,Frozen Foods,62.554,OUT035,2004,Small,Tier 2,Supermarket Type1,928.0189,Non-Perisable,Unknown
FDB34,15.25,Low Fat,0.0266,Snack Foods,85.92,OUT013,1987,High,Tier 3,Supermarket Type1,1192.0396,Non-Perisable,Low Visibilty
DRL23,18.35,Low Fat,0.0154,Hard Drinks,105.594,OUT018,2009,Medium,Tier 3,Supermarket Type2,1301.0925,Drinks,Low Visibilty
DRB24,8.79,Low Fat,0.0206,Soft Drinks,154.266,OUT046,1997,Small,Tier 1,Supermarket Type1,1911.1351,Drinks,Low Visibilty
FDJ50,8.65,Low Fat,0.0216,Canned,53.798,OUT046,1997,Small,Tier 1,Supermarket Type1,902.6618,Non-Perisable,Low Visibilty
FDQ49,20.2,Regular,0.0392,Breakfast,154.463,OUT035,2004,Small,Tier 2,Supermarket Type1,1845.6355,Non-Perisable,Low Visibilty
FDP20,19.85,Low Fat,0.0457,Fruits and Vegetables,124.502,OUT035,2004,Small,Tier 2,Supermarket Type1,1791.0065,Perisable,Low Visibilty
NCR54,16.35,Low Fat,0.0907,Household,196.411,OUT045,2002,,Tier 2,Supermarket Type1,2748.8644,Household,Low Visibilty
FDO09,13.5,Regular,0.2097,Snack Foods,261.191,OUT010,1998,,Tier 3,Grocery Store,633.0779,Non-Perisable,High Visibility
FDS57,15.5,Low Fat,0.1039,Snack Foods,143.147,OUT018,2009,Medium,Tier 3,Supermarket Type2,1690.1613,Non-Perisable,High Visibility
FDN10,11.5,Low Fat,0.0462,Snack Foods,117.412,OUT049,1999,Medium,Tier 1,Supermarket Type1,1694.1356,Non-Perisable,Low Visibilty
FDV23,11,Low Fat,0.106,Breads,125.505,OUT049,1999,Medium,Tier 1,Supermarket Type1,1900.2938,Perisable,High Visibility
FDY28,7.47,Regular,0.1524,Frozen Foods,214.322,OUT049,1999,Medium,Tier 1,Supermarket Type1,3158.842,Non-Perisable,High Visibility
DRG51,12.1,Low Fat,0.0115,Dairy,162.453,OUT013,1987,High,Tier 3,Supermarket Type1,2585.2121,Perisable,Low Visibilty
NCM29,11.5,Low Fat,0.0176,Health and Hygiene,130.463,OUT013,1987,High,Tier 3,Supermarket Type1,1658.807,Household,Low Visibilty
FDE22,9.7,Low Fat,0.0297,Snack Foods,161.392,OUT017,2007,,Tier 2,Supermarket Type1,2628.239,Non-Perisable,Low Visibilty
FDQ22,16.75,Low Fat,0.0299,Snack Foods,37.482,OUT017,2007,,Tier 2,Supermarket Type1,534.4337,Non-Perisable,Low Visibilty
FDS01,11.6,Low Fat,0.0177,Canned,179.669,OUT013,1987,High,Tier 3,Supermarket Type1,2515.1369,Non-Perisable,Low Visibilty
FDJ33,8.9,Regular,0.0883,Snack Foods,124.273,OUT046,1997,Small,Tier 1,Supermarket Type1,1886.143,Non-Perisable,Low Visibilty
NCF54,18,Low Fat,0.0474,Household,171.742,OUT035,2004,Small,Tier 2,Supermarket Type1,3303.7256,Household,Low Visibilty
FDE09,8.78,Low Fat,0.0216,Fruits and Vegetables,109.923,OUT013,1987,High,Tier 3,Supermarket Type1,1311.08,Perisable,Low Visibilty
NCE06,5.83,Low Fat,0.0917,Household,161.389,OUT045,2002,,Tier 2,Supermarket Type1,1813.7834,Household,Low Visibilty
DRH49,19.7,Low Fat,0.0247,Soft Drinks,80.759,OUT049,1999,Medium,Tier 1,Supermarket Type1,993.9643,Drinks,Low Visibilty
FDY43,14.85,Low Fat,0.0986,Fruits and Vegetables,170.347,OUT045,2002,,Tier 2,Supermarket Type1,2147.6504,Perisable,Low Visibilty
NCT05,10.9,Low Fat,0.0211,Health and Hygiene,254.667,OUT017,2007,,Tier 2,Supermarket Type1,3660.9385,Household,Low Visibilty
FDZ34,6.7,Low Fat,0.076,Starchy Foods,191.782,OUT045,2002,,Tier 2,Supermarket Type1,2833.1728,Non-Perisable,Low Visibilty
FDL38,13.8,Regular,0.0148,Canned,87.517,OUT017,2007,,Tier 2,Supermarket Type1,1549.4906,Non-Perisable,Low Visibilty
FDZ31,15.35,Regular,0.1139,Fruits and Vegetables,190.25,OUT017,2007,,Tier 2,Supermarket Type1,3247.3487,Perisable,High Visibility
FDR14,11.65,Low Fat,0.174,Dairy,55.93,OUT035,2004,Small,Tier 2,Supermarket Type1,767.3272,Perisable,High Visibility
NCN54,20.35,Low Fat,0.0214,Household,78.733,OUT049,1999,Medium,Tier 1,Supermarket Type1,908.9708,Household,Low Visibilty
FDK08,9.2,Regular,0,Fruits and Vegetables,99.902,OUT017,2007,,Tier 2,Supermarket Type1,1618.2688,Perisable,Unknown
FDP59,20.85,Regular,0.0564,Breads,105.765,OUT013,1987,High,Tier 3,Supermarket Type1,1726.9382,Perisable,Low Visibilty
FDV22,14.85,Regular,0.0099,Snack Foods,156.963,OUT035,2004,Small,Tier 2,Supermarket Type1,2930.1851,Non-Perisable,Low Visibilty
FDD33,12.85,Low Fat,0.1082,Fruits and Vegetables,234.264,OUT035,2004,Small,Tier 2,Supermarket Type1,3346.5788,Perisable,High Visibility
FDK52,18.25,Low Fat,0.0792,Frozen Foods,227.006,OUT046,1997,Small,Tier 1,Supermarket Type1,2534.5642,Non-Perisable,Low Visibilty
FDA02,14,Regular,0.0299,Dairy,146.379,OUT017,2007,,Tier 2,Supermarket Type1,2571.2454,Perisable,Low Visibilty
FDM56,16.7,Low Fat,0.0703,Fruits and Vegetables,109.391,OUT049,1999,Medium,Tier 1,Supermarket Type1,1490.6344,Perisable,Low Visibilty
FDE57,9.6,Low Fat,0.0363,Fruits and Vegetables,141.415,OUT035,2004,Small,Tier 2,Supermarket Type1,2143.2591,Perisable,Low Visibilty
FDM32,20.5,Low Fat,0.0206,Fruits and Vegetables,88.783,OUT045,2002,,Tier 2,Supermarket Type1,935.5654,Perisable,Low Visibilty
FDU43,19.35,Regular,0.0581,Fruits and Vegetables,240.356,OUT049,1999,Medium,Tier 1,Supermarket Type1,2910.9685,Perisable,Low Visibilty
NCO55,12.8,Low Fat,0.091,Others,106.694,OUT035,2004,Small,Tier 2,Supermarket Type1,1662.4963,Non-Perisable,Low Visibilty
FDG02,7.86,Low Fat,0.0113,Canned,190.819,OUT045,2002,,Tier 2,Supermarket Type1,2187.0071,Non-Perisable,Low Visibilty
FDJ28,12.3,Low Fat,0.0218,Frozen Foods,190.716,OUT013,1987,High,Tier 3,Supermarket Type1,3072.2967,Non-Perisable,Low Visibilty
FDP40,4.56,Regular,0.0344,Frozen Foods,111.754,OUT045,2002,,Tier 2,Supermarket Type1,1660.4478,Non-Perisable,Low Visibilty
FDJ38,8.6,Regular,0.0403,Canned,190.553,OUT045,2002,,Tier 2,Supermarket Type1,2805.754,Non-Perisable,Low Visibilty
NCC54,17.75,Low Fat,0.0983,Health and Hygiene,241.82,OUT017,2007,,Tier 2,Supermarket Type1,4192.5574,Household,Low Visibilty
NCZ41,19.85,Low Fat,0.0644,Health and Hygiene,125.47,OUT046,1997,Small,Tier 1,Supermarket Type1,1976.101,Household,Low Visibilty
FDU52,7.56,Low Fat,0.0637,Frozen Foods,155.163,OUT013,1987,High,Tier 3,Supermarket Type1,1884.8215,Non-Perisable,Low Visibilty
FDC40,16,Regular,0.0651,Dairy,76.299,OUT046,1997,Small,Tier 1,Supermarket Type1,1082.0164,Perisable,Low Visibilty
NCR30,20.6,Low Fat,0.0714,Household,74.47,OUT017,2007,,Tier 2,Supermarket Type1,946.1592,Household,Low Visibilty
NCN18,8.9,Low Fat,0.1254,Household,111.754,OUT017,2007,,Tier 2,Supermarket Type1,1558.3865,Household,High Visibility
FDB50,13,Low Fat,0.1536,Canned,78.499,OUT035,2004,Small,Tier 2,Supermarket Type1,1085.9363,Non-Perisable,High Visibility
FDG04,13.1,low fat,0.0061,Frozen Foods,188.09,OUT013,1987,High,Tier 3,Supermarket Type1,3013.271,Non-Perisable,Low Visibilty
FDR26,20.7,Low Fat,0.0428,Dairy,177.303,OUT035,2004,Small,Tier 2,Supermarket Type1,2433.3616,Perisable,Low Visibilty
NCT17,10.8,Low Fat,0.042,Health and Hygiene,188.421,OUT018,2009,Medium,Tier 3,Supermarket Type2,2878.7479,Household,Low Visibilty
FDS12,9.1,Low Fat,0.1741,Baking Goods,127.436,OUT046,1997,Small,Tier 1,Supermarket Type1,1802.2905,Perisable,High Visibility
FDB38,19.5,Regular,0.0458,Canned,161.392,OUT010,1998,,Tier 3,Grocery Store,310.3428,Non-Perisable,Low Visibilty
FDP12,9.8,Regular,0.0452,Baking Goods,37.187,OUT013,1987,High,Tier 3,Supermarket Type1,617.9908,Perisable,Low Visibilty
FDP22,14.65,Regular,0.0991,Snack Foods,51.667,OUT046,1997,Small,Tier 1,Supermarket Type1,719.2406,Non-Perisable,Low Visibilty
FDS26,20.35,Low Fat,0.0898,Dairy,261.059,OUT018,2009,Medium,Tier 3,Supermarket Type2,4345.1976,Perisable,Low Visibilty
FDR52,12.65,Regular,0.076,Frozen Foods,191.985,OUT046,1997,Small,Tier 1,Supermarket Type1,2821.7511,Non-Perisable,Low Visibilty
DRJ13,12.65,Low Fat,0.0629,Soft Drinks,161.258,OUT046,1997,Small,Tier 1,Supermarket Type1,2488.4549,Drinks,Low Visibilty
FDE29,8.91,Low Fat,0.1431,Frozen Foods,60.588,OUT035,2004,Small,Tier 2,Supermarket Type1,867.531,Non-Perisable,High Visibility
NCT29,12.6,Low Fat,0.0642,Health and Hygiene,121.741,OUT049,1999,Medium,Tier 1,Supermarket Type1,1976.9185,Household,Low Visibilty
DRK37,5,Low Fat,0.0442,Soft Drinks,188.653,OUT018,2009,Medium,Tier 3,Supermarket Type2,3337.5482,Drinks,Low Visibilty
FDK55,18.5,Low Fat,0.0258,Meat,87.617,OUT046,1997,Small,Tier 1,Supermarket Type1,1066.0864,Perisable,Low Visibilty
FDR07,21.35,Low Fat,0.0777,Fruits and Vegetables,96.109,OUT046,1997,Small,Tier 1,Supermarket Type1,1237.3959,Perisable,Low Visibilty
FDK46,9.6,Low Fat,0.0515,Snack Foods,260.662,OUT049,1999,Medium,Tier 1,Supermarket Type1,4165.8238,Non-Perisable,Low Visibilty
FDB12,11.15,Regular,0.1055,Baking Goods,104.565,OUT045,2002,,Tier 2,Supermarket Type1,1469.5907,Perisable,High Visibility
FDJ33,8.9,Regular,0.0885,Snack Foods,124.373,OUT045,2002,,Tier 2,Supermarket Type1,1700.5374,Non-Perisable,Low Visibilty
NCQ02,12.6,Low Fat,0.0075,Household,188.156,OUT045,2002,,Tier 2,Supermarket Type1,2675.3392,Household,Low Visibilty
FDP08,20.5,Regular,0.1882,Fruits and Vegetables,193.448,OUT010,1998,,Tier 3,Grocery Store,637.1831,Perisable,High Visibility
FDV55,17.75,Low Fat,0.055,Fruits and Vegetables,146.244,OUT013,1987,High,Tier 3,Supermarket Type1,2423.8721,Perisable,Low Visibilty
FDW20,20.75,Low Fat,0.0242,Fruits and Vegetables,121.573,OUT049,1999,Medium,Tier 1,Supermarket Type1,1669.59,Perisable,Low Visibilty
FDC41,15.6,Low Fat,0.1174,Frozen Foods,75.567,OUT018,2009,Medium,Tier 3,Supermarket Type2,925.932,Non-Perisable,High Visibility
FDG35,21.2,Regular,0.007,Starchy Foods,175.574,OUT013,1987,High,Tier 3,Supermarket Type1,2846.5714,Non-Perisable,Low Visibilty
FDF45,18.2,Regular,0.0122,Fruits and Vegetables,57.39,OUT035,2004,Small,Tier 2,Supermarket Type1,1075.5415,Perisable,Low Visibilty
FDA26,7.86,Regular,0.0743,Dairy,220.448,OUT017,2007,,Tier 2,Supermarket Type1,3584.5614,Perisable,Low Visibilty
FDM32,20.5,Low Fat,0.0206,Fruits and Vegetables,87.883,OUT049,1999,Medium,Tier 1,Supermarket Type1,1177.6893,Perisable,Low Visibilty
FDL45,15.6,Low Fat,0.0377,Snack Foods,126.47,OUT046,1997,Small,Tier 1,Supermarket Type1,2029.5179,Non-Perisable,Low Visibilty
FDZ55,6.06,Low Fat,0.0254,Fruits and Vegetables,159.692,OUT049,1999,Medium,Tier 1,Supermarket Type1,2169.0047,Perisable,Low Visibilty
FDY37,17,Regular,0.0266,Canned,141.547,OUT049,1999,Medium,Tier 1,Supermarket Type1,2116.2913,Non-Perisable,Low Visibilty
FDO46,9.6,Regular,0.0142,Snack Foods,190.887,OUT046,1997,Small,Tier 1,Supermarket Type1,2467.873,Non-Perisable,Low Visibilty
FDQ60,6.2,Regular,0.1094,Baking Goods,119.61,OUT046,1997,Small,Tier 1,Supermarket Type1,1918.8936,Perisable,High Visibility
FDA19,7.52,Low Fat,0.0554,Fruits and Vegetables,130.199,OUT018,2009,Medium,Tier 3,Supermarket Type2,1422.3312,Perisable,Low Visibilty
FDL15,17.85,Low Fat,0.0466,Meat,154.268,OUT046,1997,Small,Tier 1,Supermarket Type1,2151.5807,Perisable,Low Visibilty
FDM10,18.25,Low Fat,0.0763,Snack Foods,213.022,OUT018,2009,Medium,Tier 3,Supermarket Type2,2596.8211,Non-Perisable,Low Visibilty
NCL05,19.6,Low Fat,0.0482,Health and Hygiene,42.677,OUT017,2007,,Tier 2,Supermarket Type1,454.1475,Household,Low Visibilty
DRK49,14.15,Low Fat,0.0602,Soft Drinks,42.014,OUT010,1998,,Tier 3,Grocery Store,89.2171,Drinks,Low Visibilty
FDG40,13.65,Low Fat,0.0399,Frozen Foods,34.356,OUT049,1999,Medium,Tier 1,Supermarket Type1,505.7156,Non-Perisable,Low Visibilty
DRI59,9.5,Low Fat,0.0409,Hard Drinks,222.009,OUT045,2002,,Tier 2,Supermarket Type1,3521.9829,Drinks,Low Visibilty
FDK28,5.7,Low Fat,0.0656,Frozen Foods,256.265,OUT035,2004,Small,Tier 2,Supermarket Type1,4514.8362,Non-Perisable,Low Visibilty
FDK27,11,Low Fat,0.0089,Meat,119.476,OUT046,1997,Small,Tier 1,Supermarket Type1,1737.0295,Perisable,Low Visibilty
FDD38,16.75,Regular,0.0082,Canned,102.167,OUT018,2009,Medium,Tier 3,Supermarket Type2,1314.7708,Non-Perisable,Low Visibilty
FDA16,6.7,Low Fat,0.034,Frozen Foods,219.846,OUT049,1999,Medium,Tier 1,Supermarket Type1,3389.2507,Non-Perisable,Low Visibilty
NCM17,7.93,Low Fat,0.0712,Health and Hygiene,43.809,OUT049,1999,Medium,Tier 1,Supermarket Type1,811.4813,Household,Low Visibilty
FDD20,14.15,Low Fat,0.0208,Fruits and Vegetables,123.905,OUT045,2002,,Tier 2,Supermarket Type1,1692.3188,Perisable,Low Visibilty
FDA40,16,Regular,0,Frozen Foods,88.386,OUT045,2002,,Tier 2,Supermarket Type1,1342.9011,Non-Perisable,Unknown
FDL43,10.1,Low Fat,0.0271,Meat,77.767,OUT045,2002,,Tier 2,Supermarket Type1,1136.3357,Perisable,Low Visibilty
FDV15,10.3,Low Fat,0.1465,Meat,102.665,OUT045,2002,,Tier 2,Supermarket Type1,1721.2927,Perisable,High Visibility
FDE52,10.4,Regular,0.0299,Dairy,89.551,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.1904,Perisable,Low Visibilty
NCL17,7.39,Low Fat,0.1134,Health and Hygiene,143.781,OUT010,1998,,Tier 3,Grocery Store,360.1304,Household,High Visibility
NCJ31,19.2,Low Fat,0.183,Others,239.32,OUT045,2002,,Tier 2,Supermarket Type1,3611.6123,Non-Perisable,High Visibility
FDR60,14.3,Low Fat,0.1307,Baking Goods,78.433,OUT045,2002,,Tier 2,Supermarket Type1,1167.0919,Perisable,High Visibility
NCA18,10.1,Low Fat,0.0561,Household,115.649,OUT035,2004,Small,Tier 2,Supermarket Type1,1571.6408,Household,Low Visibilty
FDW09,13.65,Regular,0.0259,Snack Foods,78.33,OUT035,2004,Small,Tier 2,Supermarket Type1,1406.1935,Non-Perisable,Low Visibilty
FDL26,18,Low Fat,0,Canned,154.397,OUT035,2004,Small,Tier 2,Supermarket Type1,2669.3568,Non-Perisable,Unknown
FDS47,16.75,Low Fat,0.1294,Breads,89.086,OUT018,2009,Medium,Tier 3,Supermarket Type2,1159.1799,Perisable,High Visibility
FDC39,7.41,Low Fat,0.1592,Dairy,206.43,OUT046,1997,Small,Tier 1,Supermarket Type1,2949.2302,Perisable,High Visibility
FDT51,11.65,Regular,0.0109,Meat,111.154,OUT035,2004,Small,Tier 2,Supermarket Type1,1554.3075,Perisable,Low Visibilty
FDK40,7.04,Low Fat,0.0218,Frozen Foods,263.091,OUT035,2004,Small,Tier 2,Supermarket Type1,4321.94,Non-Perisable,Low Visibilty
NCG19,20.25,Low Fat,0.1482,Household,235.762,OUT045,2002,,Tier 2,Supermarket Type1,2981.29,Household,High Visibility
FDZ07,15.1,Regular,0.0939,Fruits and Vegetables,62.019,OUT046,1997,Small,Tier 1,Supermarket Type1,868.906,Perisable,Low Visibilty
FDO04,16.6,Low Fat,0.0265,Frozen Foods,55.261,OUT013,1987,High,Tier 3,Supermarket Type1,706.4152,Non-Perisable,Low Visibilty
